"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"2910","sp|Q12354|APTH1_YEAST","C2-C1",0.103421479666954,0.0626780939243883,1.65004187574237,8,0.137542438583346,0.998854163492268,NA,0,0
"2911","sp|Q12355|PST1_YEAST","C2-C1",-0.139803623932501,0.102415020276823,-1.365069533303,8,0.209381501476062,0.998854163492268,NA,0,0
"2912","sp|Q12359|ATO3_YEAST","C2-C1",-0.537275582816138,0.172087994485598,-3.12209799656362,8,0.014183633442979,0.998854163492268,NA,0,0
"2913","sp|Q12362|RIB2_YEAST","C2-C1",0.037072644589105,0.156661784932566,0.236641275375885,8,0.818881801040452,0.998854163492268,NA,0,0
"2914","sp|Q12363|WTM1_YEAST","C2-C1",0.026395281079146,0.0769491426478236,0.343022419365351,8,0.740421167849985,0.998854163492268,NA,0,0
"2915","sp|Q12367|RKM5_YEAST","C2-C1",0.270224244859104,0.553783903602397,0.487959731406563,8,0.638670325464033,0.998854163492268,NA,0,0
"2916","sp|Q12368|SNU23_YEAST","C2-C1",-0.106010400651972,0.181760524531816,-0.583242158466677,8,0.575798892785227,0.998854163492268,NA,0,0
"2917","sp|Q12373|HIF1_YEAST","C2-C1",-0.0159075340755321,0.289541989200549,-0.0549403356641095,8,0.957533284973768,0.998854163492268,NA,0,0
"2918","sp|Q12377|RPN6_YEAST","C2-C1",-0.138249208182399,0.0834169465879695,-1.65732760352963,8,0.136041950071814,0.998854163492268,NA,0,0
"2919","sp|Q12386|ARP8_YEAST","C2-C1",0.0194858432941286,0.085130512270708,0.228893762933849,8,0.824694435378694,0.998854163492268,NA,0,0
"2920","sp|Q12387|NAA25_YEAST","C2-C1",0.020081119013299,0.0433753556147858,0.462961484204033,8,0.655725055346402,0.998854163492268,NA,0,0
"2921","sp|Q12389|DBP10_YEAST","C2-C1",0.0346946507053053,0.0737256166261765,0.470591529688025,8,0.650496097178751,0.998854163492268,NA,0,0
"2922","sp|Q12395|DCN1_YEAST","C2-C1",-0.519155431989571,0.659538626521412,-0.787149396734713,8,0.45388035701974,0.998854163492268,NA,0,0
"2923","sp|Q12402|YOP1_YEAST","C2-C1",0.0446761457693761,0.13327473096794,0.335218427716227,8,0.746081276582495,0.998854163492268,NA,0,0
"2924","sp|Q12404|MPD1_YEAST","C2-C1",-0.0221602366890392,0.118756913197618,-0.186601656209802,8,0.856618139833122,0.998854163492268,NA,0,0
"2925","sp|Q12406|ARP7_YEAST","C2-C1",-0.0108362215439749,0.0897742848183981,-0.120705183738252,8,0.906901107667261,0.998854163492268,NA,0,0
"2926","sp|Q12415|TFC7_YEAST","C2-C1",0.0278798632815112,0.0796963748664094,0.349825990557847,8,0.735500322771903,0.998854163492268,NA,0,0
"2927","sp|Q12416|WHI5_YEAST","C2-C1",-0.0454352672013699,0.331550217515912,-0.137038870134927,8,0.89438616076231,0.998854163492268,NA,0,0
"2928","sp|Q12417|PRP46_YEAST","C2-C1",-0.018938732724044,0.695465207519653,-0.0272317472093079,8,0.978941947985475,0.998854163492268,NA,0,0
"2929","sp|Q12427|STB3_YEAST","C2-C1",0.0572283010552262,0.129141542512575,0.443144010376472,8,0.669400323627851,0.998854163492268,NA,0,0
"2930","sp|Q12429|DPH6_YEAST","C2-C1",-0.24352650343232,0.222249291176793,-1.09573579354456,8,0.305081523466749,0.998854163492268,NA,0,0
"2931","sp|Q12432|EAF3_YEAST","C2-C1",-0.0807883276160089,0.0994737259432104,-0.812157450120356,8,0.440196791618443,0.998854163492268,NA,0,0
"2932","sp|Q12434|GDIR_YEAST","C2-C1",-0.0224267082750615,0.119044298665127,-0.188389603925074,8,0.85526236148954,0.998854163492268,NA,0,0
"2933","sp|Q12445|POM34_YEAST","C2-C1",0.0184191533586675,0.402984795297136,0.0457068196458538,8,0.964664275953552,0.998854163492268,NA,0,0
"2934","sp|Q12446|LAS17_YEAST","C2-C1",-0.155261329204691,0.939748887510786,-0.165215762708641,8,0.87287276164488,0.998854163492268,NA,0,0
"2935","sp|Q12447|PAA1_YEAST","C2-C1",-0.021117752419197,0.073939150552367,-0.285609886797935,8,0.782432416264775,0.998854163492268,NA,0,0
"2936","sp|Q12449|AHA1_YEAST","C2-C1",-0.0207179628184758,0.0496189621013874,-0.417541237080744,8,0.687263333642156,0.998854163492268,NA,0,0
"2937","sp|Q12450|ERP4_YEAST","C2-C1",0.230828217990528,0.322351200150477,0.716076806547561,8,0.494312649528772,0.998854163492268,NA,0.0333333333333333,0
"2938","sp|Q12451|OSH2_YEAST","C2-C1",-0.104038104947871,0.0497245552653237,-2.0922882948422,8,0.0697693595397644,0.998854163492268,NA,0,0
"2939","sp|Q12452|ERG27_YEAST","C2-C1",-0.0566483680373901,0.0530907604922678,-1.06700991871534,8,0.317105829543181,0.998854163492268,NA,0,0
"2940","sp|Q12453|CEX1_YEAST","C2-C1",0.0061565188705249,0.042175109412089,0.145975172473653,8,0.887552180457505,0.998854163492268,NA,0,0
"2941","sp|Q12454|OCA6_YEAST","C2-C1",-0.143241491191168,0.0590570846299222,-2.42547514982804,8,0.0414941229325847,0.998854163492268,NA,0,0
"2942","sp|Q12458|YPR1_YEAST","C2-C1",-0.0625803541903188,0.0624786325645429,-1.00162810262646,8,0.345852973339794,0.998854163492268,NA,0,0
"2943","sp|Q12460|NOP56_YEAST","C2-C1",0.00913257356844579,0.0298458270344634,0.305991640235008,8,0.767422498148794,0.998854163492268,NA,0,0
"2944","sp|Q12462|PEX11_YEAST","C2-C1",-0.152253766818433,0.134539504514306,-1.13166588035296,8,0.290554268976383,0.998854163492268,NA,0,0
"2945","sp|Q12463|TRM11_YEAST","C2-C1",-0.195531437516323,0.089388191229251,-2.18744148222946,8,0.0601604860776415,0.998854163492268,NA,0,0
"2946","sp|Q12464|RUVB2_YEAST","C2-C1",-0.0567344068869074,0.053017729686527,-1.07010253404579,8,0.315793664076014,0.998854163492268,NA,0,0
"2947","sp|Q12465|RAX2_YEAST","C2-C1",0.0858274280956234,0.144941724942373,0.592151281004468,8,0.570102068396201,0.998854163492268,NA,0,0
"2948","sp|Q12466|TCB1_YEAST","C2-C1",0.0110279463956427,0.0509930967697338,0.216263515931203,8,0.834194941850849,0.998854163492268,NA,0,0
"2949","sp|Q12476|AIR2_YEAST","C2-C1",-0.626849712245961,0.497006529341729,-1.26125045696322,8,0.242753030867795,0.998854163492268,NA,0,0
"2950","sp|Q12480|ETFA_YEAST","C2-C1",0.00565652216620779,0.0531726727061277,0.106380249070232,8,0.91789989421252,0.998854163492268,NA,0,0
"2951","sp|Q12481|RRP36_YEAST","C2-C1",-0.35471001674159,0.449087889009164,-0.78984542986496,8,0.452391480302941,0.998854163492268,NA,0,0
"2952","sp|Q12486|YOR31_YEAST","C2-C1",0.035345748307407,0.0675368274587205,0.523355177277329,8,0.614910183351597,0.998854163492268,NA,0,0
"2953","sp|Q12495|RLF2_YEAST","C2-C1",-0.146399182842965,0.153299723392618,-0.954986607953756,8,0.367546852180938,0.998854163492268,NA,0,0
"2954","sp|Q12496|YO098_YEAST","C2-C1",-0.0267034753670478,0.0853358318374014,-0.312922189800979,8,0.762341902102603,0.998854163492268,NA,0,0
"2955","sp|Q12499|NOP58_YEAST","C2-C1",0.0550708803354569,0.0731345046636614,0.753008181141345,8,0.473019617855581,0.998854163492268,NA,0,0
"2956","sp|Q12500|AVL9_YEAST","C2-C1",0.0256986823398175,0.166596951104315,0.154256618560362,8,0.881227907582428,0.998854163492268,NA,0,0
"2957","sp|Q12502|LDB19_YEAST","C2-C1",0.0328135943563552,0.149853357105003,0.218971366342914,8,0.832155587243202,0.998854163492268,NA,0,0
"2958","sp|Q12504|RKM4_YEAST","C2-C1",-0.0423165021516314,0.189264597027325,-0.22358382294562,8,0.828684943600802,0.998854163492268,NA,0,0
"2959","sp|Q12509|ARP6_YEAST","C2-C1",0.18040027964551,0.213160118371532,0.84631347094243,8,0.421969749368844,0.998854163492268,NA,0,0
"2960","sp|Q12510|YD156_YEAST","C2-C1",0.153891820828827,0.256921204160428,0.598984507065959,8,0.565754522429972,0.998854163492268,NA,0,0
"2961","sp|Q12511|PDP1_YEAST","C2-C1",0.117953606972735,0.084364644387459,1.39814027344219,8,0.19961653126117,0.998854163492268,NA,0,0
"2962","sp|Q12513|TMA17_YEAST","C2-C1",-0.078886345241737,0.185424868780198,-0.425435626627024,8,0.681732422448589,0.998854163492268,NA,0,0
"2963","sp|Q12514|NOT5_YEAST","C2-C1",0.0284131716807999,0.0640709322250129,0.443464308916479,8,0.669178232840819,0.998854163492268,NA,0,0
"2964","sp|Q12515|PAR32_YEAST","C2-C1",-0.00321230726040422,0.186746825906428,-0.0172014021915092,8,0.986697207248897,0.998854163492268,NA,0,0
"2965","sp|Q12517|DCP1_YEAST","C2-C1",0.043864384388663,0.0669218409548245,0.6554569294989,8,0.530566695304076,0.998854163492268,NA,0,0
"2966","sp|Q12518|ENT1_YEAST","C2-C1",-0.0442591182247605,0.0905183513194757,-0.488951881906822,8,0.637998049220384,0.998854163492268,NA,0,0
"2967","sp|Q12522|IF6_YEAST","C2-C1",0.0842829212401821,0.121325117528532,0.694686499853268,8,0.506922126348797,0.998854163492268,NA,0,0
"2968","sp|Q12523|YP247_YEAST","C2-C1",-0.242516611482183,0.223445077781233,-1.08535222118261,8,0.3093856755263,0.998854163492268,NA,0,0
"2969","sp|Q12525|MHT1_YEAST","C2-C1",0.265592739332837,0.303780885364122,0.874290490708421,8,0.407439258281818,0.998854163492268,NA,0,0
"2970","sp|Q12532|TAE2_YEAST","C2-C1",-0.0215566909308751,0.0497809624885882,-0.433030818474366,8,0.676430382282568,0.998854163492268,NA,0,0
"2971","sp|Q12675|ATC4_YEAST","C2-C1",-0.0442728923248404,0.0671665297468556,-0.65915110534519,8,0.528311799330665,0.998854163492268,NA,0,0
"2972","sp|Q12676|FOLD_YEAST","C2-C1",0.0501306723447643,0.114788706609588,0.436721292759797,8,0.67386103324825,0.998854163492268,NA,0,0
"2973","sp|Q12680|GLT1_YEAST","C2-C1",-0.0206863911328156,0.0303018141200859,-0.682678306019419,8,0.514088858859331,0.998854163492268,NA,0,0
"2974","sp|Q12692|H2AZ_YEAST","C2-C1",0.0296204172891671,0.125691293615502,0.235660055976335,8,0.8196173186084,0.998854163492268,NA,0,0
"2975","sp|Q12697|YPK9_YEAST","C2-C1",-0.0432599332953902,0.078093809708922,-0.553948302133451,8,0.594754811897848,0.998854163492268,NA,0,0
"2976","sp|Q12743|DFM1_YEAST","C2-C1",0.0263814822176919,0.0791357852773,0.333369816515353,8,0.747424466447593,0.998854163492268,NA,0,0
"2977","sp|Q12745|SEC39_YEAST","C2-C1",0.0709759938129018,0.0527128789225067,1.34646400014015,8,0.215055052024591,0.998854163492268,NA,0,0
"2978","sp|Q12746|PGA3_YEAST","C2-C1",0.0217713116859126,0.0644061683955006,0.338031468542283,8,0.744039110477547,0.998854163492268,NA,0,0
"2979","sp|Q12753|HAA1_YEAST","C2-C1",-0.18581524314889,0.143267691708152,-1.2969793882588,8,0.230791581217258,0.998854163492268,NA,0,0
"2980","sp|Q12754|RRP12_YEAST","C2-C1",-0.0295580214459661,0.0599595129400035,-0.492966336726956,8,0.635281515702672,0.998854163492268,NA,0,0
"2981","sp|Q3E705|EFG1P_YEAST","C2-C1",-0.321249874966623,0.152865491527778,-2.10151991633931,8,0.0687747251612509,0.998854163492268,NA,0,0
"2982","sp|Q3E747|YL363_YEAST","C2-C1",-0.114372131229358,0.233964299278412,-0.488844373188994,8,0.638070879396111,0.998854163492268,NA,0.0555555555555556,0
"2983","sp|Q3E764|TMA7_YEAST","C2-C1",-0.0599502699835536,0.0645178545517163,-0.929204332662652,8,0.379966593222405,0.998854163492268,NA,0.0138888888888888,0
"2984","sp|Q3E772|YG169_YEAST","C2-C1",0.00915754162661313,0.121938248406855,0.07509982918615,8,0.94197928939692,0.998854163492268,NA,0,0
"2985","sp|Q3E795|YL361_YEAST","C2-C1",0.309516907891157,0.357297173336017,0.866273038214255,8,0.411566483415315,0.998854163492268,NA,0,0
"2986","sp|Q3E7B6|VA0E_YEAST","C2-C1",0.0603324135147766,0.170696179139994,0.353449115374141,8,0.732885086587217,0.998854163492268,NA,0,0
"2987","sp|Q3E7X9|RS28A_YEAST","C2-C1",-0.276349943020753,0.26036621982166,-1.06138938918436,8,0.319501501844079,0.998854163492268,NA,0,0
"2988","sp|Q3E7Y3|RS22B_YEAST","C2-C1",-0.0848427669305504,0.270394843725348,-0.313773612549834,8,0.761718586261581,0.998854163492268,NA,0,0
"2989","sp|Q3E7Z5|YI002_YEAST","C2-C1",-0.0895104578147459,0.139317761441395,-0.642491358522146,8,0.538526874278601,0.998854163492268,NA,0,0
"2990","sp|Q3E824|YO020_YEAST","C2-C1",-0.0781996823187045,0.364494194279422,-0.214543012058942,8,0.835491394543225,0.998854163492268,NA,0,0
"2991","sp|Q3E833|PCC1_YEAST","C2-C1",0.109585339049741,0.167106627979925,0.655780924876934,8,0.530368697343464,0.998854163492268,NA,0,0
"2992","sp|Q3E841|YN034_YEAST","C2-C1",0.105832031408084,0.12064836797555,0.877194057275039,8,0.405951860652637,0.998854163492268,NA,0,0
"2993","sp|Q3E846|COA6_YEAST","C2-C1",-0.0400834947552436,0.112679048731718,-0.355731568613788,8,0.731239472368823,0.998854163492268,NA,0,0
"2994","sp|Q6Q546|HUB1_YEAST","C2-C1",0.154068045165739,0.203152563000575,0.758385928733287,8,0.469969976591267,0.998854163492268,NA,0,0
"2995","sp|Q6Q547|NOP10_YEAST","C2-C1",0.139583555074691,0.108297388331383,1.28889123944129,8,0.233454752825069,0.998854163492268,NA,0,0
"2996","sp|Q6Q560|ISD11_YEAST","C2-C1",0.018871034658354,0.112508601553043,0.16772970597681,8,0.870958505506641,0.998854163492268,NA,0,0
"2997","sp|Q6WNK7|SUS1_YEAST","C2-C1",-0.308737050104827,0.842883914412779,-0.366286560729917,8,0.723648841110668,0.998854163492268,NA,0,0
"2998","sp|Q86ZR7|YKD3A_YEAST","C2-C1",0.0142720107479106,0.106442426036565,0.134081975386468,8,0.896649526153461,0.998854163492268,NA,0,0
"2999","sp|Q8J0M4|YCB2_YEAST","C2-C1",-0.0415598106035317,0.217648432114332,-0.190949276315945,8,0.853322285264728,0.998854163492268,NA,0,0
"3000","sp|Q92317|NCB2_YEAST","C2-C1",-0.116873163690145,0.122183965799329,-0.956534377694809,8,0.366810980728978,0.998854163492268,NA,0,0
"3001","sp|Q92331|VPS5_YEAST","C2-C1",0.0175675742252632,0.0634893467084608,0.276701133907275,8,0.789024193845555,0.998854163492268,NA,0,0
"3002","sp|Q96VH5|MOS1_YEAST","C2-C1",-0.0728329484892959,0.241810596610425,-0.301198332538897,8,0.770943371827139,0.998854163492268,NA,0,0
"3003","sp|Q99176|SRN2_YEAST","C2-C1",0.0638835248118386,0.0897868199267638,0.711502254606481,8,0.496992368674193,0.998854163492268,NA,0,0
"3004","sp|Q99189|MTR10_YEAST","C2-C1",-0.142452425339607,0.111257485966932,-1.28038508241995,8,0.236283601960209,0.998854163492268,NA,0,0
"3005","sp|Q99190|TSC13_YEAST","C2-C1",0.00270730730347834,0.130402048704742,0.0207612328975618,8,0.983944600682266,0.998854163492268,NA,0,0
"3006","sp|Q99207|NOP14_YEAST","C2-C1",0.0685128452662305,0.187975908868949,0.364476733632901,8,0.724948099476964,0.998854163492268,NA,0.0166666666666667,0
"3007","sp|Q99210|YO111_YEAST","C2-C1",-0.0513121707973038,0.135589424106957,-0.37843785483466,8,0.714950396575898,0.998854163492268,NA,0,0
"3008","sp|Q99216|PNO1_YEAST","C2-C1",-0.0551489180473336,0.161860092440514,-0.340719674725268,8,0.742089581153236,0.998854163492268,NA,0,0
"3009","sp|Q99220|OS9_YEAST","C2-C1",0.0144766635602498,0.349415897426075,0.0414310386759451,8,0.967967625086959,0.998854163492268,NA,0,0
"3010","sp|Q99247|YO087_YEAST","C2-C1",-0.0604475157214428,0.139356385277961,-0.433762081305956,8,0.675920909213201,0.998854163492268,NA,0,0
"3011","sp|Q99257|MEX67_YEAST","C2-C1",-0.0762750784624006,0.0473262072327008,-1.61168796154231,8,0.145695125232016,0.998854163492268,NA,0,0
"3012","sp|Q99258|RIB3_YEAST","C2-C1",-0.103716518948344,0.0949436482638223,-1.09240081716835,8,0.306458720592805,0.998854163492268,NA,0,0
"3013","sp|Q99260|YPT6_YEAST","C2-C1",-0.0781472805901544,0.145780909664127,-0.536059767840676,8,0.606496407804143,0.998854163492268,NA,0,0
"3014","sp|Q99278|MED11_YEAST","C2-C1",0.0710764321168228,0.10292946292375,0.690535344282092,8,0.509392498711063,0.998854163492268,NA,0,0
"3015","sp|Q99287|SEY1_YEAST","C2-C1",0.0818272593292706,0.0780541185705253,1.04834005979244,8,0.325118146249121,0.998854163492268,NA,0,0
"3016","sp|Q99288|DET1_YEAST","C2-C1",-0.00488049650022384,0.0684383975956231,-0.07131225557122,8,0.944899775306771,0.998854163492268,NA,0,0
"3017","sp|Q99297|ODC2_YEAST","C2-C1",0.150855742745049,0.207018895687609,0.728705185311635,8,0.486963240551201,0.998854163492268,NA,0,0
"3018","sp|Q99312|ISN1_YEAST","C2-C1",0.0461717964731727,0.178011503107545,0.259375353093211,8,0.801895357762917,0.998854163492268,NA,0,0
"3019","sp|Q99316|MPD2_YEAST","C2-C1",-0.00297761849858862,0.0864742064284757,-0.0344336030542409,8,0.973375037783521,0.998854163492268,NA,0,0
"3020","sp|Q99321|DDP1_YEAST","C2-C1",-0.105026534194349,0.0907571708269587,-1.15722574026241,8,0.280562316785292,0.998854163492268,NA,0,0
"3021","sp|Q99369|FSH3_YEAST","C2-C1",0.01614491384013,0.0789312146074434,0.204544094759281,8,0.843036356164159,0.998854163492268,NA,0,0
"3022","sp|Q99382|ENV10_YEAST","C2-C1",-0.924740843107787,0.896931975089034,-1.03100443377101,8,0.332698076880898,0.998854163492268,NA,0,0
"3023","sp|Q99383|HRP1_YEAST","C2-C1",0.0408576665378473,0.0818988528367911,0.498879595044743,8,0.631290773004088,0.998854163492268,NA,0,0
"3024","sp|Q99385|VCX1_YEAST","C2-C1",-0.0653521083891346,0.124364913196973,-0.525486704482541,8,0.613494263304539,0.998854163492268,NA,0,0
"3025","sp|Q99394|TRS33_YEAST","C2-C1",-0.0959557029050973,0.244451808462723,-0.392534232037518,8,0.704914897586391,0.998854163492268,NA,0,0
"3026","sp|Q9P305|IGO2_YEAST","C2-C1",-0.0249794959613692,0.148441032048669,-0.168278915988534,8,0.870540426433055,0.998854163492268,NA,0,0
"3027","sp|Q9URQ5|HTL1_YEAST","C2-C1",-0.0822941274915293,0.149861400264901,-0.549134916303085,8,0.59790197135955,0.998854163492268,NA,0,0
"3028","sp|D6VTK4|STE2_YEAST","C3-C1",-0.1155791537687,0.0964361732755577,-1.1985041488368,8,0.265016891586527,0.750829409550594,NA,0,0
"3029","sp|O13297|CET1_YEAST","C3-C1",-0.144434332380292,0.0775667134377349,-1.86206590403284,8,0.0996140186152794,0.638394380943948,NA,0,0
"3030","sp|O13329|FOB1_YEAST","C3-C1",0.120964425829171,0.291007964461446,0.415673935430029,8,0.68857454088716,0.914574434078734,NA,0,0
"3031","sp|O13539|THP2_YEAST","C3-C1",-0.431720098602361,0.828866487885518,-0.520856018324135,8,0.616572501139907,0.887899600832778,NA,0,0
"3032","sp|O13547|CCW14_YEAST","C3-C1",-0.291065417642529,0.146686732960735,-1.98426545992023,8,0.0825022280027792,0.625506183247542,NA,0,0
"3033","sp|O13563|RPN13_YEAST","C3-C1",-0.0760186631800321,0.0953756413033499,-0.797044844377493,8,0.448431827118421,0.836296684287206,NA,0,0
"3034","sp|O13585|YP089_YEAST","C3-C1",0.0648948222988851,0.114679709838678,0.565878849799795,8,0.586993440820454,0.878947682861536,NA,0,0
"3035","sp|O14455|RL36B_YEAST","C3-C1",0.0458446839317231,0.224461355355444,0.204243103937094,8,0.843263749224795,0.962210750836448,NA,0,0
"3036","sp|O14467|MBF1_YEAST","C3-C1",-0.015557096982461,0.175490502022783,-0.0886492249047263,8,0.931539724614394,0.982932039342908,NA,0,0
"3037","sp|O14468|YO304_YEAST","C3-C1",-0.537451195579529,0.478646658714544,-1.12285583905027,8,0.294064022988614,0.763198480332916,NA,0,0
"3038","sp|O43137|YB085_YEAST","C3-C1",-0.102725114793196,0.275393111449683,-0.37301265181415,8,0.718828621116891,0.921914205825518,NA,0,0
"3039","sp|O60200|MDM35_YEAST","C3-C1",0.115586230726757,1.35722028445702,0.0851639428399785,8,0.934223811427006,0.982932039342908,NA,0,0
"3040","sp|O74700|TIM9_YEAST","C3-C1",-0.320067202837098,0.131626640847587,-2.4316293477983,8,0.0410976490746484,0.565466289768003,NA,0,0
"3041","sp|P00128|QCR7_YEAST","C3-C1",0.199464549892148,0.0453323003392122,4.40005356885921,8,0.00228659151404731,0.314614205137328,NA,0,0
"3042","sp|P00330|ADH1_YEAST","C3-C1",0.0425064288069766,0.0583099703750255,0.728973596343694,8,0.486807801103331,0.844935234105322,NA,0.00666666666666671,0
"3043","sp|P00358|G3P2_YEAST","C3-C1",1.07751499143835,0.396466256975027,2.71779747325691,8,0.0263383286565348,0.483188611171703,NA,0,0
"3044","sp|P00359|G3P3_YEAST","C3-C1",1.33301972545724,0.263045481559803,5.06763970075713,8,0.00096783584700777,0.225356854530194,NA,0,0
"3045","sp|P00360|G3P1_YEAST","C3-C1",-0.0511853112905313,0.0570948959525053,-0.896495394844227,8,0.396163158137722,0.815504630126675,NA,0,0
"3046","sp|P00410|COX2_YEAST","C3-C1",-0.110883120827666,0.368563380378885,-0.300852246128405,8,0.771197805946442,0.946617088674329,NA,0,0
"3047","sp|P00425|COX5B_YEAST","C3-C1",0.0343966245969625,0.098863034403268,0.347921999406337,8,0.73687613284709,0.927854081785964,NA,0,0
"3048","sp|P00427|COX6_YEAST","C3-C1",0.0316776454915532,0.110388465628718,0.28696517621776,8,0.781431230291133,0.948514209537232,NA,0,0
"3049","sp|P00431|CCPR_YEAST","C3-C1",-0.0955398182501634,0.078326710276305,-1.21976038458832,8,0.25729228466859,0.747398446053752,NA,0,0
"3050","sp|P00445|SODC_YEAST","C3-C1",-0.0718509205421919,0.123955035633046,-0.57965309900679,8,0.578102937742315,0.878947682861536,NA,0,0
"3051","sp|P00447|SODM_YEAST","C3-C1",-0.0213501892089102,0.0583180392623937,-0.366099228968382,8,0.723783280740273,0.923681266310259,NA,0,0
"3052","sp|P00498|HIS1_YEAST","C3-C1",-0.027573710169974,0.0798728023405462,-0.345220267249552,8,0.73883011773056,0.928552493010366,NA,0,0
"3053","sp|P00546|CDK1_YEAST","C3-C1",-0.173796134913425,0.0771528844442047,-2.25262005646867,8,0.0543446579388598,0.601393268050952,NA,0,0
"3054","sp|P00549|KPYK1_YEAST","C3-C1",0.00837007894407294,0.0381934700780879,0.219149475733941,8,0.832021495506293,0.961439185330772,NA,0,0
"3055","sp|P00560|PGK_YEAST","C3-C1",-0.0620956696157419,0.061586048430049,-1.00827494535993,8,0.342842202152712,0.789789456557275,NA,0,0
"3056","sp|P00572|KTHY_YEAST","C3-C1",-0.37637284857699,0.178673680816186,-2.10648175409892,8,0.0682458763253306,0.604672542405032,NA,0,0
"3057","sp|P00635|PPA5_YEAST","C3-C1",-0.123431387904962,0.0664351350725474,-1.85792333785691,8,0.100249816207186,0.639778498989613,NA,0,0
"3058","sp|P00724|INV2_YEAST","C3-C1",-0.0920108422112127,0.0447761013606855,-2.05490963739868,8,0.073942289612007,0.619601028619045,NA,0,0
"3059","sp|P00729|CBPY_YEAST","C3-C1",-0.0408400105422033,0.0564445412852928,-0.723542252487835,8,0.48995938359843,0.844935234105322,NA,0,0
"3060","sp|P00761|TRYP_PIG","C3-C1",0.107665116982816,0.0731698840708408,1.47144031113372,8,0.179381792958935,0.710869598877341,NA,0,0
"3061","sp|P00812|ARGI_YEAST","C3-C1",-0.173470708094804,0.107582799644987,-1.61243905779773,8,0.145531308622659,0.682981815815175,NA,0,0
"3062","sp|P00815|HIS2_YEAST","C3-C1",-0.0434456778180689,0.0324600966123047,-1.33843341062639,8,0.217544521411629,0.727872000564326,NA,0,0
"3063","sp|P00817|IPYR_YEAST","C3-C1",0.0417167419570451,0.044176560668672,0.94431846494172,8,0.372648824072782,0.797241401851144,NA,0,0
"3064","sp|P00830|ATPB_YEAST","C3-C1",0.018057622288446,0.0406360234428202,0.444374738435104,8,0.668547142211591,0.907812628455207,NA,0,0
"3065","sp|P00890|CISY1_YEAST","C3-C1",0.000698625698161553,0.0372505984076281,0.0187547510114224,8,0.985496068838962,0.995205002927628,NA,0,0
"3066","sp|P00899|TRPE_YEAST","C3-C1",-0.0844842801931098,0.0578436013133481,-1.46056397379971,8,0.182264877094954,0.710869598877341,NA,0,0
"3067","sp|P00924|ENO1_YEAST","C3-C1",0.117840704492944,0.0168807686433386,6.98076651500375,8,0.000114824077800169,0.069514496700222,NA,0,0
"3068","sp|P00925|ENO2_YEAST","C3-C1",0.100020293518443,0.0547132831138019,1.82808063830504,8,0.104945259255577,0.643038071040121,NA,0,0
"3069","sp|P00927|THDH_YEAST","C3-C1",-0.0443595864822064,0.0596025725288434,-0.744256239287986,8,0.478010499897744,0.844678595269492,NA,0,0
"3070","sp|P00931|TRP_YEAST","C3-C1",0.0431820488984165,0.0260104629549627,1.66017994270946,8,0.135458632360071,0.666519692910101,NA,0,0
"3071","sp|P00937|TRPG_YEAST","C3-C1",-0.0980560215027227,0.088238749825061,-1.11125805496027,8,0.298736076606583,0.763568164546484,NA,0,0
"3072","sp|P00942|TPIS_YEAST","C3-C1",-0.0383518758135459,0.083820523608192,-0.457547557121174,8,0.659447593990158,0.903903992337692,NA,0,0
"3073","sp|P00950|PMG1_YEAST","C3-C1",0.0204191676126691,0.0469404914578267,0.435001146739475,8,0.675058054023021,0.910917032640777,NA,0.00694444444444442,0
"3074","sp|P00958|SYMC_YEAST","C3-C1",-0.103692133103605,0.0366018222192466,-2.83297734420119,8,0.0220489406559323,0.474740519631821,NA,0,0
"3075","sp|P01094|IPA3_YEAST","C3-C1",-1.30033759257662,0.800866556032473,-1.62366324674431,8,0.143103258969079,0.678582364561399,NA,0,0
"3076","sp|P01097|ATIF_YEAST","C3-C1",-0.231701632080965,0.250257193657981,-0.925854033181657,8,0.38160292529281,0.8077706677352,NA,0,0
"3077","sp|P01119|RAS1_YEAST","C3-C1",0.0256101678208618,0.142239531260928,0.180049579704265,8,0.861590793426519,0.965817080988867,NA,0,0
"3078","sp|P01120|RAS2_YEAST","C3-C1",-0.173452623519678,0.108674664243618,-1.59607232032341,8,0.149139315759271,0.686632338860434,NA,0,0
"3079","sp|P01123|YPT1_YEAST","C3-C1",-0.143165948333653,0.135382992992437,-1.05748842723288,8,0.321172540534213,0.775735712427909,NA,0,0
"3080","sp|P02309|H4_YEAST","C3-C1",-0.143016001259929,0.0692566183583933,-2.06501565698518,8,0.0727906265612774,0.619355264124945,NA,0,0
"3081","sp|P02381|RMAR_YEAST","C3-C1",-0.31364993417457,0.190916094302933,-1.64286795893117,8,0.139034767761118,0.669395914258441,NA,0,0
"3082","sp|P02400|RLA4_YEAST","C3-C1",0.0825759239949372,0.136586018636166,0.604570839822928,8,0.56221449287948,0.871623929013533,NA,0,0
"3083","sp|P02406|RL28_YEAST","C3-C1",-0.140146957968222,0.0599565273354554,-2.3374762381434,8,0.0476028634049941,0.600981930154378,NA,0,0
"3084","sp|P02557|TBB_YEAST","C3-C1",0.0194327744218893,0.0256429518395514,0.757821273599103,8,0.470289572552213,0.842895132836859,NA,0,0
"3085","sp|P02829|HSP82_YEAST","C3-C1",-0.10228459577988,0.107033622598538,-0.955630514007074,8,0.367240580050135,0.79630174485083,NA,0,0
